	rid	cid
59	8c7aaee7fdeb0d70742c3d9bff4291495c9a2997	3611389585
60	8c7aaee7fdeb0d70742c3d9bff4291495c9a2997	3611389585
61	ae29a3f0ffecb15c904eb8f42ad2c227c1c2e29c	3611397256
62	f547c5f043ab12deb3bb0861ed663f7fa94cebd2	3611290077
63	87318ff59c85c24788783c3117c3f90dd1685bff	3611175254
64	40a9db07e0bfcad4750dc837e33516d21ed5528d	3611276637
65	69d43e4ed14f02b99e438b10ef2c546071aa8737	3611172343
66	69d43e4ed14f02b99e438b10ef2c546071aa8737	3611172343
67	0c45dd981eb988916fc8147c5425f3f5b0776c9d	3611331855
68	0c45dd981eb988916fc8147c5425f3f5b0776c9d	3611331855
69	4c6b6c9a168f499e10eed00315f632ec1b28dbc1	38570562752
70	4c6b6c9a168f499e10eed00315f632ec1b28dbc1	38570562752
71	1b108e38602664f9c17b6e69b5bbbbc2fe2beade	3611357697
72	31c92167bb802705a9ef779053f068b835923e17	3611171538
73	31c92167bb802705a9ef779053f068b835923e17	3611171538
74	99a9d8ad9e310b181b6534539516cecec52e4e8f	3611329353
75	03ab6cf004ff473d039260eac69d5842aa8553ec	3611243846
76	305880023e096eaef80a5f2b5752d95f61265717	3611388651
77	305880023e096eaef80a5f2b5752d95f61265717	3611388651
78	065bfcde477d7acea36fabf74bad44ff66a463ec	3611246406
79	065bfcde477d7acea36fabf74bad44ff66a463ec	3611246406
80	81972029cbe042b2ac0fa48ca9fd621c9bc10493	3611401550
81	cbac867fa6d7a56b99de54550247bc0035bcb3fc	3611170563
82	cbac867fa6d7a56b99de54550247bc0035bcb3fc	3611170563
83	cbac867fa6d7a56b99de54550247bc0035bcb3fc	3611170563
84	d653d6b8bb53b8c81fa0fba6b4dd6fa596acfc06	3611257279
85	d653d6b8bb53b8c81fa0fba6b4dd6fa596acfc06	3611257279
86	1cb010dc38e190265d4a3b50255b6dcb5d43fbda	3611336604
87	c12353f3410558f99ce6bf3502a59626ef45e853	3611416969
88	c12353f3410558f99ce6bf3502a59626ef45e853	3611416969
89	f6da1dbe09fc23b28860c754e48696a788ef42c0	3611185650
90	8cf48b4215098f84bc54bab6e64f2e051cd1d45b	3611303969
91	6ab28dfb89eeb4dfadf0ced9fda91733d665576b	3611434240
92	6ab28dfb89eeb4dfadf0ced9fda91733d665576b	3611434240
93	da934e093559f78a6f8c2b9a75e0623cd34fa429	38570511804
94	da934e093559f78a6f8c2b9a75e0623cd34fa429	38570511804
95	da934e093559f78a6f8c2b9a75e0623cd34fa429	38570511804
96	da934e093559f78a6f8c2b9a75e0623cd34fa429	38570511804
97	e65476085489eaac74c868902fb1efc9d24a6804	38541471955
98	e65476085489eaac74c868902fb1efc9d24a6804	38541471955
99	e65476085489eaac74c868902fb1efc9d24a6804	38541471955
100	538f930652750116130dd9a7c60af4f21c7020c6	3611250072
101	706950a3e07b7b7ca9aa2c4328c7dbcbb4a185a5	3611334589
102	706950a3e07b7b7ca9aa2c4328c7dbcbb4a185a5	3611334589
103	d8c60dc6ce9addf7191cf6d9148a1a8db09f5886	3611324501
104	64843760007cb77e43622cc842066ed6b700c10a	3611396140
105	64843760007cb77e43622cc842066ed6b700c10a	3611396140
106	64843760007cb77e43622cc842066ed6b700c10a	3611396140
107	64843760007cb77e43622cc842066ed6b700c10a	3611396140
108	f65c6da8624951c23ff2e9adeb223dab8fa30e08	3611224949
109	f65c6da8624951c23ff2e9adeb223dab8fa30e08	3611224949
110	f65c6da8624951c23ff2e9adeb223dab8fa30e08	3611224949
111	0f9632f44bc1c32f53bddb2f52cea9dc4d9f2bee	3611167766
112	1027a7c9639eac272a17e2f23a4331251f4b5d5c	3611360894
113	bf928e03da6b1d34f74ec180c33979d6ecb48d7a	3611283911
114	bf928e03da6b1d34f74ec180c33979d6ecb48d7a	3611283911
115	bf928e03da6b1d34f74ec180c33979d6ecb48d7a	3611283911
116	3069db5da5b5fd84d547ec78924d519c559761c1	3611166670
117	3069db5da5b5fd84d547ec78924d519c559761c1	3611166670
118	3069db5da5b5fd84d547ec78924d519c559761c1	3611166670
119	923c201ac0204285eeb9273d20c8547e2f4f55de	3611376884
120	d590fcb8e853a0cf2ad3e427b511b599cbe51aab	3611219762
121	49191442ed81d20c4ab16777711076848815819e	3611241813
122	49191442ed81d20c4ab16777711076848815819e	3611241813
123	6b4cfb1f6bea6549f0caad44cfb874640af162ba	38541474689
124	1f931bcea820fbeb5d1c45a5729cc3865f44f9a7	3611439817
125	2406c444bb5d9a77a527eb4c595ed9091ea95d9c	3611346108
126	30449f81e0a1e1d3934d1673560be624a28e51b7	3611439557
127	efaa8f7950b65796d089cca6747a2356d1a452a4	3611319136
128	f54dda5b8265fa721bf579640ea723cfe94fd360	3611395120
129	a3a2ce818f58a33bd28cc3c4796832d7e9037bcf	38570610291
130	a3a2ce818f58a33bd28cc3c4796832d7e9037bcf	38570610291
131	a3a2ce818f58a33bd28cc3c4796832d7e9037bcf	38570610291
132	62e7575834e87ffad5145a88d17fe375790ffd5b	3611212146
133	62e7575834e87ffad5145a88d17fe375790ffd5b	3611212146
134	4f1835814a37deb41e8f24191571629bd7020eb8	3611387293
135	7b7a51f5a87557357bccd01e3e84ba606b083c6d	3611295289
136	7b7a51f5a87557357bccd01e3e84ba606b083c6d	3611295289
137	7916e2e7b8f7ac3908e7e43b25d28ddff466d2b8	3611326888
138	09c2f3561f049e06cee651cd7c10bedbf7806e74	3611292206
139	bfce967d17588bd83f8d39d1b02ee058c5e675bb	3611405335
140	23c6463533202d3b0b76aa16924086b94aaa8329	3611385481
141	23c6463533202d3b0b76aa16924086b94aaa8329	3611385481
142	dbced41803b8caadadde8d04efdc538e2df4dee2	3611373160
143	dbced41803b8caadadde8d04efdc538e2df4dee2	3611373160
144	dbced41803b8caadadde8d04efdc538e2df4dee2	3611373160
145	c4f65ed8c30938353ffc50b0524e928215db5c46	3611396005
146	4fe3e7a26ccea15f3f42bd9b2104eaade142088f	3611166946
147	a07085ef6938507d498a28174ea9905dd1bbd717	3611378287
148	a07085ef6938507d498a28174ea9905dd1bbd717	3611378287
149	a07085ef6938507d498a28174ea9905dd1bbd717	3611378287
150	1803260487d01619410a6540ade1f5a98ff63e4e	3611226848
151	1803260487d01619410a6540ade1f5a98ff63e4e	3611226848
152	1803260487d01619410a6540ade1f5a98ff63e4e	3611226848
153	1803260487d01619410a6540ade1f5a98ff63e4e	3611226848
154	fcabe905b3077ca27331f2308d80887d70c0f301	3611217744
155	ff8036bce22c068bbf512f68f982bbc1d56ce23b	3611357213
156	ff8036bce22c068bbf512f68f982bbc1d56ce23b	3611357213
157	ff8036bce22c068bbf512f68f982bbc1d56ce23b	3611357213
158	d0e8863261348eab95a1bc63e54a60f71fcb4b8f	3611190836
159	08b2377d43eae6b4eaab7b87325edf75acf50231	3611435280
160	553a62a4f2715e2c8171014a7fdff9bc7ba1cd96	3611467303
161	e16139abb1a71d13f890d8dbb5cbdc4c65323ea6	3611223469
162	e16139abb1a71d13f890d8dbb5cbdc4c65323ea6	3611223469
163	e16139abb1a71d13f890d8dbb5cbdc4c65323ea6	3611223469
164	e16139abb1a71d13f890d8dbb5cbdc4c65323ea6	3611223469
165	e16139abb1a71d13f890d8dbb5cbdc4c65323ea6	3611223469
166	1b21071d3485c1a5b12f276bea23d8e792d64275	3611281901
167	1b21071d3485c1a5b12f276bea23d8e792d64275	3611281901
168	1b21071d3485c1a5b12f276bea23d8e792d64275	3611281901
169	1b21071d3485c1a5b12f276bea23d8e792d64275	3611281901
170	3a7bbdc7e81710076795c95e18f8a0fe2107247d	3611196493
171	3a7bbdc7e81710076795c95e18f8a0fe2107247d	3611196493
172	c2feef9053c7d0ee89afadb0168093b291442904	3611245044
173	c2feef9053c7d0ee89afadb0168093b291442904	3611245044
174	87970cb39a2198445aafa30fc14e3caf375d2b0d	3611398862
175	3811adf6d314e39e8956817a7725254e2790ec17	3611346411
176	a3cebbf09675558579a7ef23970405ab8c1d910c	3611425823
177	29da7c0ee4889c3b26a4d6e8f618675734f54e80	3611210756
178	c76021c973a2f844ce6a9ae799746d965497540c	38570592187
179	c76021c973a2f844ce6a9ae799746d965497540c	38570592187
180	c76021c973a2f844ce6a9ae799746d965497540c	38570592187
181	c76021c973a2f844ce6a9ae799746d965497540c	38570592187
182	c76021c973a2f844ce6a9ae799746d965497540c	38570592187
183	c76021c973a2f844ce6a9ae799746d965497540c	38570592187
184	df9e91b66bd1351e5ea5a8d9263d2dca91a09e94	3611312856
185	7673f8d1aa675bfdbe1d3e6f535fbbf33c6527a8	3611246716
186	25960126081a13f2141cd21285ce3ced2bf88b38	3611189469
187	357a25978d43e212ed21be96fd1326711b6dfc8a	3611287122
188	47c830ec6b1a5fb38af10a7a8357e2b637a17f2d	3611290422
189	47c830ec6b1a5fb38af10a7a8357e2b637a17f2d	3611290422
190	368432a4685d635ef0c5453cb844aa61adac63bd	3611261000
191	3e0b2f09107fc4f9908a58a5f4eeaacf0f1eae29	3611372838
192	3e0b2f09107fc4f9908a58a5f4eeaacf0f1eae29	3611372838
193	3e0b2f09107fc4f9908a58a5f4eeaacf0f1eae29	3611372838
194	3e0b2f09107fc4f9908a58a5f4eeaacf0f1eae29	3611372838
195	9b2aeffcf206de512fadaeb6e64d434ced59b511	3611195929
196	9b2aeffcf206de512fadaeb6e64d434ced59b511	3611195929
197	9b2aeffcf206de512fadaeb6e64d434ced59b511	3611195929
198	743d2bae2dca585c04871b5c46836db049af34de	3611285327
199	743d2bae2dca585c04871b5c46836db049af34de	3611285327
200	6886db9a89c0f217037f61a86c8512e50ac3714c	3611288195
201	6886db9a89c0f217037f61a86c8512e50ac3714c	3611288195
202	8fb26c49762558a74d98e5a85b80228177d02a8e	3611385040
203	d8a1cd8b263a2f4fb225629d6ee02a81c05651bb	3611303464
204	d8a1cd8b263a2f4fb225629d6ee02a81c05651bb	3611303464
205	034844d21de3179cd9248818dc1abac446f81017	3611289083
206	034844d21de3179cd9248818dc1abac446f81017	3611289083
207	034844d21de3179cd9248818dc1abac446f81017	3611289083
208	034844d21de3179cd9248818dc1abac446f81017	3611289083
209	034844d21de3179cd9248818dc1abac446f81017	3611289083
210	74bff167e92f20469dbe5ec25f0eb4672b9f2f40	38541489570
211	74bff167e92f20469dbe5ec25f0eb4672b9f2f40	38541489570
212	74bff167e92f20469dbe5ec25f0eb4672b9f2f40	38541489570
213	74bff167e92f20469dbe5ec25f0eb4672b9f2f40	38541489570
214	74bff167e92f20469dbe5ec25f0eb4672b9f2f40	38541489570
215	c877a0fb5ab5bc52c5e7a610664b1182cb3d9ebd	38570547883
216	c877a0fb5ab5bc52c5e7a610664b1182cb3d9ebd	38570547883
217	174781c253bbd45110f5aaab2f77208e6648a790	3611461621
218	1e160635b77fb525dbb25ea242808cd2ca908fa3	3611343415
219	4c7a2f007700b9b59c897a31761cb2fba09fb625	3611249460
220	cdb2d00c499f75bf3e9c7d4147cb6e31a048d3f5	3611351148
221	739e610c066c019c2ea13f96071c203e7fd0305d	3611301712
222	3deec9dc8187b465a469eaa0de7f9a4d11c343d2	3611343795
223	a50c7a1b5ba61ca19ef5b4e6d740dacde51c1a66	3611380332
224	a50c7a1b5ba61ca19ef5b4e6d740dacde51c1a66	3611380332
225	af8a35bdbe1df75d7d7c696ffbc05d4a417dc2c6	3611366845
226	af8a35bdbe1df75d7d7c696ffbc05d4a417dc2c6	3611366845
227	af8a35bdbe1df75d7d7c696ffbc05d4a417dc2c6	3611366845
228	af8a35bdbe1df75d7d7c696ffbc05d4a417dc2c6	3611366845
229	d837f8d2af4dee20d95293e3b9b3e9d35d84e8d7	3611409840
230	9a83bece673547f2fc15c14d27103f1ef660a765	3611282940
231	9a83bece673547f2fc15c14d27103f1ef660a765	3611282940
232	6e40cdd6681da8024a2f0d2b0cd918a6b1262f53	3611321950
233	2f79404bf9910f63625092cde3f720192700855b	3611352032
234	2f9ee0eee2a014482ae315b2a7360abee6504d30	3611242575
235	9ac9c98fe495a09f597c966504706a414b945a84	3611174070
236	9ac9c98fe495a09f597c966504706a414b945a84	3611174070
237	6de85d45aa270fa1a5c1d05f9947dfd3a74ee888	3611411020
238	6de85d45aa270fa1a5c1d05f9947dfd3a74ee888	3611411020
239	71302b34051ecd0f26312f9b9224752228d96db0	3611257363
240	f031c9746c3a6af3fe6d04872cdfbda73490093d	3611220995
241	b5753be8db00e14e31e30d4658f2166a88d54361	38570631642
242	b5753be8db00e14e31e30d4658f2166a88d54361	38570631642
243	b5753be8db00e14e31e30d4658f2166a88d54361	38570631642
244	fa7dcd31f5ef86c440814424c28526417213689f	3611433574
245	aa397c2f30ae0304e79a73dc967c6c7151984e60	3611380553
246	aa397c2f30ae0304e79a73dc967c6c7151984e60	3611380553
247	aa397c2f30ae0304e79a73dc967c6c7151984e60	3611380553
248	aa397c2f30ae0304e79a73dc967c6c7151984e60	3611380553
249	aa397c2f30ae0304e79a73dc967c6c7151984e60	3611380553
250	aa397c2f30ae0304e79a73dc967c6c7151984e60	3611380553
251	aa397c2f30ae0304e79a73dc967c6c7151984e60	3611380553
252	327787262e72b5ae745ebc90ee97a43ec6ed3ad4	3611268915
253	db84aad6931073212c69b0ac552f25cd1a54ff3d	3611324766
254	db84aad6931073212c69b0ac552f25cd1a54ff3d	3611324766
255	e054cd76381425900bbabd0e3102cc132c7898b6	3611266709
256	96a14abcd7dbd38e2994652f1854b86cc37a6ac4	3611446544
257	35a6aa60b7a09642cf6920a2e31b37af32902045	38570529306
258	5946ad48e7f119f99e43cae306fa93afd6af8aec	3611282224
259	d85e6fe621c076a6c6d772118d01e3ae5bc56cba	3611279768
260	d85e6fe621c076a6c6d772118d01e3ae5bc56cba	3611279768
261	d85e6fe621c076a6c6d772118d01e3ae5bc56cba	3611279768
262	d85e6fe621c076a6c6d772118d01e3ae5bc56cba	3611279768
263	d85e6fe621c076a6c6d772118d01e3ae5bc56cba	3611279768
264	f501c8a915714a2e091b271b702be34f11c100b4	3611320555
265	f501c8a915714a2e091b271b702be34f11c100b4	3611320555
266	f501c8a915714a2e091b271b702be34f11c100b4	3611320555
267	f501c8a915714a2e091b271b702be34f11c100b4	3611320555
268	754de37944b0d43f4a8c7f294e17728deb388ca2	3611179700
269	754de37944b0d43f4a8c7f294e17728deb388ca2	3611179700
270	754de37944b0d43f4a8c7f294e17728deb388ca2	3611179700
271	5d4945f5895fa2861ee34c16cc52c6644cbda290	3611176341
272	282e9de308d956d8086f3961cd90163c17f3cc36	3611191862
273	e9691ae8f7052b5866e385dc578f6f11d3f39c17	3611287962
274	1ab367480b554ad7d5bcf6567051626a56964471	3611459494
275	5b0babdf581db2b916c2e20153499036bd30864b	3611250874
276	666fa5a0bb50e3842c0ff6c8e4c4e9841058223a	3611374547
277	666fa5a0bb50e3842c0ff6c8e4c4e9841058223a	3611374547
278	7fe10e2b2dfaf4d8f0286718e088eac46921b16e	3611192702
279	9dbe132011fbb02d44517093fc1228bb19e7ddcf	3611387638
280	9dbe132011fbb02d44517093fc1228bb19e7ddcf	3611387638
281	afe848e68c096522ad7951bfca97fb95aeaf6643	3611266176
282	ebb307cf2c03a9fcef65b15acf15fd13841dd878	3611364108
283	ebb307cf2c03a9fcef65b15acf15fd13841dd878	3611364108
284	22a6d945abfc77f35c8c01b4195e31c69eb5c2b8	3611244210
285	fe54653814de557cb4ad8673d454ede6ad6ec62c	38570510903
286	2e4ff5bdbba4d1cda929c6fd3ab2fdc06069d354	3611452003
287	3c5934b807c665e31b15a6ebe583f0a68cd65f17	3611397000
288	f995e1fcf738187ce4de94e29d9a1edb35b001a3	3611359995
289	a0335e43aa2449516eb576cefadc13c51d6d270b	3611309161
290	a0335e43aa2449516eb576cefadc13c51d6d270b	3611309161
291	c2c1139f96c94c7fcabcd8fe3ae5c0dcf1ecf623	3611343461
292	89844184c99ee51426443f6b945dd631d44c9ab8	3611288559
293	89844184c99ee51426443f6b945dd631d44c9ab8	3611288559
294	89844184c99ee51426443f6b945dd631d44c9ab8	3611288559
295	2c6896179ecbc6538f5f32db481d1449c714aba5	3611364926
296	2c6896179ecbc6538f5f32db481d1449c714aba5	3611364926
297	9ab1d28ef1d966d9191d75d63548192ab5df3c99	3611372032
298	f7851f9c7e0217ba5c181b6069c374740c03c833	3611440540
299	8fb26c49762558a74d98e5a85b80228177d02a8e	3611394584
300	8fb26c49762558a74d98e5a85b80228177d02a8e	3611394584
301	485d472859f24fc5a8ce4268536e48ad23dcd394	3611435651
302	485d472859f24fc5a8ce4268536e48ad23dcd394	3611435651
303	01ff66366a5ad305a1a6db8a3cde84b9c584df91	3611288898
304	11163a229604b711b46610194fae2bf524492820	38541477023
305	11163a229604b711b46610194fae2bf524492820	38541477023
306	11163a229604b711b46610194fae2bf524492820	38541477023
307	11163a229604b711b46610194fae2bf524492820	38541477023
308	208f1b3d3e087173dd1caf2810a920c965aa4038	3611372083
309	208f1b3d3e087173dd1caf2810a920c965aa4038	3611372083
310	208f1b3d3e087173dd1caf2810a920c965aa4038	3611372083
311	208f1b3d3e087173dd1caf2810a920c965aa4038	3611372083
312	b3a6dcc2b820791f5a9068269f7acdf25ffc4fcf	3611383641
313	e7df44ca82e3420e06045c6b7a022dc2648db9f5	3611385890
314	751c3fa82c448c03394ed92551272b7c670203f7	3611426188
315	751c3fa82c448c03394ed92551272b7c670203f7	3611426188
316	300acc314545794fe16cb7a1eb5c8708094b41ba	3611377256
317	300acc314545794fe16cb7a1eb5c8708094b41ba	3611377256
318	72863051fe7df1405185b095e31a9f1ed7dcbc34	3611329730
319	da8d01cee34cf0f701404fa4bf3b8939bb641d46	3611377501
320	349cf03194dcad64035c44b9572b7125f8fdafab	38570526641
321	349cf03194dcad64035c44b9572b7125f8fdafab	38570526641
322	18625d2e46525ed12de41c5e7b4aca005f5e799c	3611303667
323	e0853094f63a868720afbcc4cbeed6e9a0dcdf75	3611306173
324	249ab908025fbe375772a9a7073f57a5b4282ebb	3611344742
325	249ab908025fbe375772a9a7073f57a5b4282ebb	3611344742
326	829f0002695ccc15d98789f88af3984432125cb3	3611435131
327	829f0002695ccc15d98789f88af3984432125cb3	3611435131
328	829f0002695ccc15d98789f88af3984432125cb3	3611435131
329	60542bddb58f3084fee51a391552cf1c42df8668	3611250198
330	60542bddb58f3084fee51a391552cf1c42df8668	3611250198
331	ce81b46809c4f58cbac6ee8a1d9a7d143649c332	38570608112
332	ce81b46809c4f58cbac6ee8a1d9a7d143649c332	38570608112
333	ce81b46809c4f58cbac6ee8a1d9a7d143649c332	38570608112
334	ce81b46809c4f58cbac6ee8a1d9a7d143649c332	38570608112
335	ce81b46809c4f58cbac6ee8a1d9a7d143649c332	38570608112
336	ce81b46809c4f58cbac6ee8a1d9a7d143649c332	38570608112
337	a463a04f74cdf6e9b6204e2e743e3eacb683a00c	3611293455
338	a463a04f74cdf6e9b6204e2e743e3eacb683a00c	3611293455
339	e2483a1b2368f8e59765ba9c641f709c1f6fec63	3611333836
340	e2483a1b2368f8e59765ba9c641f709c1f6fec63	3611333836
341	d2ebfc556325c1b939fa0085f8a79b62b6e7fcc8	3611320993
342	06b1fe33252583c5fd0c32e6af691b6430a3cae6	3611230039
343	7d509c0bc50746b562e250390738556833f6b9c6	3611261496
344	7d509c0bc50746b562e250390738556833f6b9c6	3611261496
345	c27af51d8d9426b617e99fdea605a60202af58fa	3611254489
346	20eac550d080b84ba23fa14bdaa9964e68d3ae49	3611185933
347	2e5012ea41099a22d49d66ab577a9d9e1bc62c0f	3611287007
348	c6ada8ce808ff174d3eba2e6a2f9de0edd082784	3611320177
349	c6ada8ce808ff174d3eba2e6a2f9de0edd082784	3611320177
350	9c2d23f9e87e23b762106f23abc813c56b715044	3611355032
351	e87974bed58e15d2e93e654f2f1641c1583f0568	3611166585
352	e87974bed58e15d2e93e654f2f1641c1583f0568	3611166585
353	e87974bed58e15d2e93e654f2f1641c1583f0568	3611166585
354	e87974bed58e15d2e93e654f2f1641c1583f0568	3611166585
355	e87974bed58e15d2e93e654f2f1641c1583f0568	3611166585
356	f2491e24470abfd92d04ffb3d17a6624cc19092f	3611457176
357	8b9aab7dd9b33fa3757e02a23c8529b723cc39d9	3611385770
358	9a347276ca26f29c7e17b71edbc690c60546f981	3611394918
359	9a347276ca26f29c7e17b71edbc690c60546f981	3611394918
360	1dbda7c8e5b5d4fa0674422653cef5227d30e47b	3611215076
361	1dbda7c8e5b5d4fa0674422653cef5227d30e47b	3611215076
362	a756776e472b8fbda9c604b3720bd9db85d69f14	3611166580
363	a756776e472b8fbda9c604b3720bd9db85d69f14	3611166580
364	a756776e472b8fbda9c604b3720bd9db85d69f14	3611166580
365	a756776e472b8fbda9c604b3720bd9db85d69f14	3611166580
366	c225beda0fdacd86a38706c0eaaa67bcbb296b68	3611391998
367	66c597962cfccd37d52995f177cae915cb79f37b	3611208048
368	66c597962cfccd37d52995f177cae915cb79f37b	3611208048
369	55e83957f7c0256b2bf1d4db9678a9185a4d56cf	3611403468
370	55e83957f7c0256b2bf1d4db9678a9185a4d56cf	3611403468
371	1d58d69574804ec97dcf7e5fc87bf42bd7045a77	3611321097
372	1d58d69574804ec97dcf7e5fc87bf42bd7045a77	3611321097
373	1d58d69574804ec97dcf7e5fc87bf42bd7045a77	3611321097
374	c191068f127259d01ee7d35ff7a3030b4df0159a	3611233974
375	47c830ec6b1a5fb38af10a7a8357e2b637a17f2d	3611294853
376	47c830ec6b1a5fb38af10a7a8357e2b637a17f2d	3611294853
377	47c830ec6b1a5fb38af10a7a8357e2b637a17f2d	3611294853
378	47c830ec6b1a5fb38af10a7a8357e2b637a17f2d	3611294853
379	47c830ec6b1a5fb38af10a7a8357e2b637a17f2d	3611294853
380	00a0963930cb0d15497de40084bf385db2b2c4f8	3611231166
381	4acb993b790b7921307b89f5865fc5c4d446bb48	3611270012
382	c46cbeaa1ed8538aeb9dd53940602aa60313868d	3611444034
383	c46cbeaa1ed8538aeb9dd53940602aa60313868d	3611444034
384	8e06072d689459ac24ec9da55561ccee973ad297	3611401835
385	8e06072d689459ac24ec9da55561ccee973ad297	3611401835
386	6eb1d92b89bb216fe6c3da56569a3741088f79e4	3611227891
387	1908691f9123645e3d8fa61d2837a506561eafe4	3611288065
388	225258cf89f1f4b3df62b72f97a15ba44b741100	3611182658
389	80404c5b3075303fac486d35121f0638655d88ca	3611429872
390	3a69beb07b183d209c1e84ef731120bef7f9c605	3611193555
391	3a69beb07b183d209c1e84ef731120bef7f9c605	3611193555
392	cc0e2491db50966df0e59ae06706b225dad339c9	3611290045
393	0de96f0cf8f94bb7e301518feee0e272888367a3	3611374536
394	0de96f0cf8f94bb7e301518feee0e272888367a3	3611374536
395	0de96f0cf8f94bb7e301518feee0e272888367a3	3611374536
396	0de96f0cf8f94bb7e301518feee0e272888367a3	3611374536
397	0de96f0cf8f94bb7e301518feee0e272888367a3	3611374536
398	d8587ebd62f803862f256da574006bde223ab9bb	3611244460
399	d8587ebd62f803862f256da574006bde223ab9bb	3611244460
400	d8587ebd62f803862f256da574006bde223ab9bb	3611244460
401	d8587ebd62f803862f256da574006bde223ab9bb	3611244460
402	d8587ebd62f803862f256da574006bde223ab9bb	3611244460
403	d8587ebd62f803862f256da574006bde223ab9bb	3611244460
404	d8587ebd62f803862f256da574006bde223ab9bb	3611244460
405	64a5dc2cbc99046d20644570e30c807c7867ce10	3611338439
406	64a5dc2cbc99046d20644570e30c807c7867ce10	3611338439
407	037721c200acccbf1b435988c6c54c68699bfa03	38570508118
408	037721c200acccbf1b435988c6c54c68699bfa03	38570508118
409	037721c200acccbf1b435988c6c54c68699bfa03	38570508118
410	4731371a39f920332d36be97722a5b2383f616fe	3611433954
411	4731371a39f920332d36be97722a5b2383f616fe	3611433954
